Placeholder,Placeholder (no brackets),Field Name (pretty label),Phase,Section in Report Where Used,Source,Required,Description of Expected Content ,Fallback,Dependencies,Word count (min),Word count (max),Tone/Style,Instructions for GPT,Allowed source: user,Allowed source: GPT logic,Allowed source: API,Data Type,Retry on Reject,Normalise Case,Provenence required,Notes,Examples,Benchmark Targets,Auto populates (human info only),derivation_type,cascade_family
{{ hot_days_baseline_median }},hot_days_baseline_median,"Hot Days (Historic Baseline, median)",API,7,UKCP18,Yes,"Days per year with max temp > 30°C, historic baseline 1981-2000, median estimate (HSD_8100_median).",Null — field skipped if UKCP18 unavailable,"latitude, longitude",1,1,"Short, factual",Auto-populated from Met Office UKCP18 Hot Summer Days LA FeatureServer via /climate.,No,No,Yes,Integer,No,N/A,Yes,Anchor for the climate commentary narrative — shows how much change has already occurred (recent) and is projected (warming levels).,2,N/A,Yes,auto,ukcp18
{{ hot_days_recent_median }},hot_days_recent_median,"Hot Days (Recent Observed, median)",API,7,UKCP18,Yes,"Days per year with max temp > 30°C, recent observed 2001-2020, median estimate (HSD_0120_median).",Null — field skipped if UKCP18 unavailable,"latitude, longitude",1,1,"Short, factual",Auto-populated from Met Office UKCP18 LA FeatureServer via /climate.,No,No,Yes,Integer,No,N/A,Yes,Shows realised change vs 1981-2000 baseline.,5,N/A,Yes,auto,ukcp18
{{ hot_days_2c_median }},hot_days_2c_median,Hot Days at 2°C Warming (median),API,7,UKCP18,Yes,Days per year > 30°C at 2°C global warming level (IPCC AR6 framing). Approximately 2050 under high-emissions pathways. Median estimate (HSD_2_median).,Null — field skipped if UKCP18 unavailable,"latitude, longitude",1,1,"Short, factual",Auto-populated from Met Office UKCP18 LA FeatureServer via /climate. Primary forward-looking metric for investor narrative.,No,No,Yes,Integer,No,N/A,Yes,Primary metric for 'by-2050' narratives. Warming-level framing decouples from emissions-scenario uncertainty.,10,N/A,Yes,auto,ukcp18
{{ hot_days_2c_lower }},hot_days_2c_lower,Hot Days at 2°C Warming (10th pctl),API,7,UKCP18,No,Lower-bound (10th percentile) projection of days/year > 30°C at 2°C warming (HSD_2_lower).,Null — field skipped if UKCP18 unavailable,hot_days_2c_median,1,1,"Short, factual",Auto-populated from UKCP18 LA FeatureServer via /climate.,No,No,Yes,Integer,No,N/A,Yes,Uncertainty envelope lower bound.,5,N/A,Yes,auto,ukcp18
{{ hot_days_2c_upper }},hot_days_2c_upper,Hot Days at 2°C Warming (90th pctl),API,7,UKCP18,No,Upper-bound (90th percentile) projection of days/year > 30°C at 2°C warming (HSD_2_upper).,Null — field skipped if UKCP18 unavailable,hot_days_2c_median,1,1,"Short, factual",Auto-populated from UKCP18 LA FeatureServer via /climate.,No,No,Yes,Integer,No,N/A,Yes,Uncertainty envelope upper bound.,15,N/A,Yes,auto,ukcp18
{{ hot_days_3c_median }},hot_days_3c_median,Hot Days at 3°C Warming (median),API,7,UKCP18,No,Days per year > 30°C at 3°C global warming level. Approximately 2070-2080 under high-emissions. Median estimate (HSD_3_median).,Null — field skipped if UKCP18 unavailable,"latitude, longitude",1,1,"Short, factual",Auto-populated from UKCP18 LA FeatureServer via /climate.,No,No,Yes,Integer,No,N/A,Yes,Long-term anchor for hold-period narratives.,18,N/A,Yes,auto,ukcp18
{{ hot_days_3c_lower }},hot_days_3c_lower,Hot Days at 3°C Warming (10th pctl),API,7,UKCP18,No,Lower-bound (10th percentile) projection of days/year > 30°C at 3°C warming (HSD_3_lower).,Null — field skipped if UKCP18 unavailable,hot_days_3c_median,1,1,"Short, factual",Auto-populated from UKCP18 LA FeatureServer via /climate.,No,No,Yes,Integer,No,N/A,Yes,Uncertainty envelope lower bound.,5,N/A,Yes,auto,ukcp18
{{ hot_days_3c_upper }},hot_days_3c_upper,Hot Days at 3°C Warming (90th pctl),API,7,UKCP18,No,Upper-bound (90th percentile) projection of days/year > 30°C at 3°C warming (HSD_3_upper).,Null — field skipped if UKCP18 unavailable,hot_days_3c_median,1,1,"Short, factual",Auto-populated from UKCP18 LA FeatureServer via /climate.,No,No,Yes,Integer,No,N/A,Yes,Uncertainty envelope upper bound.,15,N/A,Yes,auto,ukcp18
{{ hot_days_4c_median }},hot_days_4c_median,Hot Days at 4°C Warming (median),API,7,UKCP18,No,Days per year > 30°C at 4°C global warming level. Late-century / high-emissions anchor. Median estimate (HSD_4_median).,Null — field skipped if UKCP18 unavailable,"latitude, longitude",1,1,"Short, factual",Auto-populated from UKCP18 LA FeatureServer via /climate.,No,No,Yes,Integer,No,N/A,Yes,Terminal scenario anchor.,30,N/A,Yes,auto,ukcp18
{{ hot_days_4c_lower }},hot_days_4c_lower,Hot Days at 4°C Warming (10th pctl),API,7,UKCP18,No,Lower-bound (10th percentile) projection of days/year > 30°C at 4°C warming (HSD_4_lower).,Null — field skipped if UKCP18 unavailable,hot_days_4c_median,1,1,"Short, factual",Auto-populated from UKCP18 LA FeatureServer via /climate.,No,No,Yes,Integer,No,N/A,Yes,Uncertainty envelope lower bound.,5,N/A,Yes,auto,ukcp18
{{ hot_days_4c_upper }},hot_days_4c_upper,Hot Days at 4°C Warming (90th pctl),API,7,UKCP18,No,Upper-bound (90th percentile) projection of days/year > 30°C at 4°C warming (HSD_4_upper).,Null — field skipped if UKCP18 unavailable,hot_days_4c_median,1,1,"Short, factual",Auto-populated from UKCP18 LA FeatureServer via /climate.,No,No,Yes,Integer,No,N/A,Yes,Uncertainty envelope upper bound.,15,N/A,Yes,auto,ukcp18
{{ ecrt_class }},ecrt_class,ECRT Class,API,7,ECRT,No,European Climate Risk Typology class (RESIN typology). 8 classes at NUTS3 level.,Insert 'Data unavailable or inconclusive',"latitude, longitude",2,10,"Short, factual",Auto-populated from pipe-climate via /climate. Render the returned class code verbatim; do not infer or derive.,No,No,Yes,String,No,Sentence,Yes,Sprint 15: UK-wide stub. Sprint 16: region-specific via RESIN PDF parse.,UK temperate — heat-exposure rising,N/A,Yes,rules,ecrt
{{ ecrt_class_description }},ecrt_class_description,ECRT Class Description,API,7,ECRT,No,One-line descriptor of the ECRT class for the region — context for the commentary narrative.,Insert 'Data unavailable or inconclusive',ecrt_class,10,50,"Descriptive, factual",Auto-populated from pipe-climate via /climate. Render the returned description verbatim; do not rephrase or summarise.,No,No,Yes,String,No,Sentence,Yes,Pairs with ecrt_class for regional-context segment of climate_risk_commentary.,"UK-wide ECRT classification pending region-specific RESIN data. Context: UK falls within the temperate Atlantic climate zone with rising heat-stress exposure, particularly in south-eastern urban areas.",N/A,Yes,rules,ecrt
{{ climate_risk_commentary }},climate_risk_commentary,Physical Climate Risk Commentary,Strategy,7,GPT,Yes,"Val-authored deterministic synthesis of flood risk (zone + RoFRS + RoFSW) + UKCP18 hot-day projections + ECRT regional context. Investor-oriented, warming-level framing, data-derived severity thresholds.",Insert 'UKCP18 heat-stress projections are temporarily unavailable; Met Office service offline at session time.' if UKCP18 unavailable. Otherwise: 'Data unavailable or inconclusive',"flood_zone, flood_source_primary, flood_risk_rivers_sea, flood_risk_surface_water, hot_days_baseline_median, hot_days_2c_median, hot_days_3c_median, ecrt_class_description",80,250,"Clear, factual, investor-oriented","The deterministic climate-data narrative is already in this field (Val-authored). Present it verbatim as the opening of your output. Then add your synthesis: implications for investment risk, retrofit scoping, long-term value, basing your synthesis on cross-references to signals in this session from {{ long_bldg_descr }}, {{ strategic_decarb_comments }}, {{ imd_analysis }}, and {{ crrem_comments }}.",No,No,Yes,String,Yes,Sentence,Yes,Deterministic conditional-branch construction (see pipe-climate §6.5). Warming-level framing (IPCC AR6) replaces RCP-year; severity thresholds data-derived from baseline multiplier.,"The site sits within Flood Zone 3 (tidal) — a planning and insurance designation reflecting the undefended flood envelope — but defended residual risk is Very Low, reflecting the integrity of tidal-defence infrastructure.",N/A,No,rules,
